Document Title,DOI,PDF Link,excluded_stage1,excluded_stage2,excluded_stage3
Hybrid Henry Gas Solubility Optimization Algorithm Based on the Harris Hawk Optimization,10.1109/ACCESS.2020.3014309,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9159611,FALSE,TRUE,TRUE
A Neural Network-Based Approach for Cryptographic Function Detection in Malware,10.1109/ACCESS.2020.2966860,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8960303,FALSE,TRUE,TRUE
3D Object Detection Algorithm for Panoramic Images With Multi-Scale Convolutional Neural Network,10.1109/ACCESS.2019.2955995,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8913499,FALSE,TRUE,TRUE
Fooling LiDAR Perception via Adversarial Trajectory Perturbation,10.1109/ICCV48922.2021.00780,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9710897,FALSE,TRUE,TRUE
IEEE Standard Computer Dictionary: A Compilation of IEEE Standard Computer Glossaries,10.1109/IEEESTD.1991.106963,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=182763,TRUE,TRUE,TRUE
ISO/IEC/IEEE International Standard - Systems and software engineering -- Vocabulary,10.1109/IEEESTD.2010.5733835,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5733835,TRUE,TRUE,TRUE
A Novel Steganography Technique for Digital Images Using the Least Significant Bit Substitution Method,10.1109/ACCESS.2022.3224745,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9963925,FALSE,TRUE,TRUE
IEEE Standard Glossary of Software Engineering Terminology,10.1109/IEEESTD.1990.101064,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=159342,TRUE,TRUE,TRUE
NutBaaS: A Blockchain-as-a-Service Platform,10.1109/ACCESS.2019.2941905,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8840920,FALSE,TRUE,TRUE
Alignment-Free Cross-Sensor Fingerprint Matching Based on the Co-Occurrence of Ridge Orientations and Gabor-HoG Descriptor,10.1109/ACCESS.2019.2924127,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8742619,FALSE,TRUE,TRUE
DNA Sequences Compression by GP² R and Selective Encryption Using Modified RSA Technique,10.1109/ACCESS.2020.2985733,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057492,FALSE,TRUE,TRUE
IEEE Access Special Section Editorial: Trusted Computing,10.1109/ACCESS.2020.2969768,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8989842,FALSE,TRUE,TRUE
Table of contents,10.1109/ISI.2013.6578767,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6578767,FALSE,TRUE,TRUE
IEEE/Siberian Conference on Control and Communications (IEEE Cat. No.03EX687),10.1109/SIBCON.2003.1335707,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1335707,TRUE,TRUE,TRUE
[Front cover],10.1109/ITW2.2006.323700,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4119227,TRUE,TRUE,TRUE
Table of contents,10.1109/ICITCS.2016.7740300,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7740300,FALSE,TRUE,TRUE
[Front cover],10.1109/CIST.2016.7804841,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804841,FALSE,TRUE,TRUE
[Front cover],10.1109/ICIMA.2009.5156539,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5156539,TRUE,TRUE,TRUE
Table of contents,10.1109/ICSESS.2013.6615494,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6615494,FALSE,TRUE,TRUE
[Title page],10.1109/NCETACS.2012.6203276,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6203276,FALSE,TRUE,TRUE
Table of contents,10.1109/NSEC.2014.6998229,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6998229,FALSE,TRUE,TRUE
"2005 IEEE International Conference on Acoustics, Speech, and Signal Processing (IEEE Cat. No.05CH37625)",10.1109/ICASSP.2005.1415622,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415622,TRUE,TRUE,TRUE
Table of contents,10.1109/WSC.2008.4736047,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4736047,TRUE,TRUE,TRUE
Table of contents,10.1109/ICACCCT.2014.7019134,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7019134,FALSE,TRUE,TRUE
[Front cover],10.1109/ICCSCE.2011.6190480,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6190480,TRUE,TRUE,TRUE
Table of contents,10.1109/ICASSP.2015.7177919,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7177919,FALSE,TRUE,TRUE
[Title page],10.1109/ICASSP.2015.7177911,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7177911,FALSE,TRUE,TRUE
SeqTrans: Automatic Vulnerability Fix via Sequence to Sequence Learning,,https://ieeexplore-ieee-org.proxy.library.nd.edu/stamp/stamp.jsp?tp=&arnumber=9729554,FALSE,FALSE,FALSE
Neural Transfer Learning for Repairing Security Vulnerabilities in C Code,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9699412,TRUE,TRUE,TRUE
Using Graph Embeddings and Machine Learning to Detect Cryptography Misuse in Source Code,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9356194,FALSE,FALSE,FALSE
An Image-Inspired and CNN-Based Android Malware Detection Approach,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/8952484,FALSE,TRUE,TRUE
Repassdroid: Automatic detection of android malware based on essential permissions and semantic features of sensitive apis,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/8560733,FALSE,FALSE,FALSE
A Convolutional Transformation Network for Malware Classification,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9023876,FALSE,TRUE,TRUE
A machine learning approach to android malware detection,,https://ieeexplore.ieee.org/abstract/document/6298824?casa_token=8nw5ohtOKEIAAAAA:rrbl5pUtFe-yqZtECAwU_iFY8sakysvu8pv1_DsOFCa2KfGb2DFoyZmHsMHle64U66L3tMpi,FALSE,TRUE,TRUE
A Probabilistic Discriminative Model for Android Malware Detection with Decompiled Source code,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/6894210,FALSE,FALSE,FALSE
Adaptive and scalable android malware detection through online learning,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/7727508,FALSE,FALSE,FALSE
Android malware familial classification and representative sample selection via frequent subgraph analysis,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/8293854,FALSE,TRUE,TRUE
Appcontext: differentiating malicious and benign mobile app behaviors using context,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/7194583,FALSE,TRUE,TRUE
Automated software vulnerability assessment with concept drift,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/8816739,FALSE,FALSE,FALSE
Classifying malware represented as control flow graphs using deep graph convolutional neural network,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9103752,FALSE,TRUE,TRUE
Combinatorial code classification vulnerability rating,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9253144,FALSE,TRUE,TRUE
Combining graph neural networks with expert knowledge for smart contract vulnerability detection,,https://ieeexplore.ieee.org/abstract/document/9477066/,FALSE,FALSE,FALSE
Detecting malware for android platform: an SVM-based approach,,https://ieeexplore.ieee.org/abstract/document/7371523,FALSE,TRUE,TRUE
DLGraph: malware detection using deep learning and graph embedding,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/8614193,FALSE,TRUE,TRUE
Graph convolutional networks for Android malware detection with system call graphs,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9079308,FALSE,TRUE,TRUE
HERMES: Using Commit-Issue Linking to Detect Vulnerability-Fixing Commits,,https://ieeexplore-ieee-org.proxy.library.nd.edu/document/9825835,FALSE,FALSE,FALSE
Neufuzz: Efficient fuzzing with deep neural network,,https://ieeexplore.ieee.org/abstract/document/8672949,FALSE,TRUE,TRUE
Peculiar: Smart Contract Vulnerability Detection Based on Crucial Data Flow Graph and Pre-training Techniques,,https://ieeexplore.ieee.org/abstract/document/9700296,FALSE,FALSE,FALSE
Towards automated reentrancy detection for smart contracts based on sequential models,,https://ieeexplore.ieee.org/abstract/document/8970384,FALSE,FALSE,FALSE
Vuldigger: A just-in-time and cost-aware tool for digging vulnerability-contributing changes,,https://ieeexplore.ieee.org/abstract/document/8254428/,FALSE,FALSE,FALSE
Vulnerability detection for source code using contextual LSTM,,https://ieeexplore.ieee.org/abstract/document/8599360,FALSE,FALSE,FALSE
Vulnerability detection with deep learning,,https://ieeexplore.ieee.org/abstract/document/8322752,FALSE,TRUE,TRUE
Mining SQL Injection and Cross Site Scripting Vulnerabilities Using Hybrid Program Analysis,10.1109/ICSE.2013.6606610},https://ieeexplore.ieee.org/document/6606610,TRUE,TRUE,TRUE
Analysis and Classification of Network Security Attacks Using Domain Generation Algorithm,10.1109/ICSCNA58489.2023.10370273,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10370273,FALSE,TRUE,TRUE
AutoMESC: Automatic Framework for Mining and Classifying Ethereum Smart Contract Vulnerabilities and Their Fixes,10.1109/SEAA60479.2023.00068,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371421,FALSE,TRUE,TRUE
Vulnerability of Open-Source Face Recognition Systems to Blackbox Attacks: A Case Study with InsightFace,10.1109/SSCI52147.2023.10371801,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371801,FALSE,TRUE,TRUE
Homomorphic Encryption Based on Post-Quantum Cryptography,10.1109/ICMLANT59547.2023.10372974,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10372974,FALSE,TRUE,TRUE
Robust Retraining-free GAN Fingerprinting via Personalized Normalization,10.1109/WIFS58808.2023.10374953,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10374953,FALSE,TRUE,TRUE
One-Class Classification for Intrusion Detection on Vehicular Networks,10.1109/SSCI52147.2023.10371899,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371899,FALSE,TRUE,TRUE
Physical Layer Authentication of MIMO-STBC Systems Based on Constellation Dithering,10.23919/ICN.2023.0029,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10379055,FALSE,TRUE,TRUE
Recoverable Active Protection Framework for Neural Network Models,10.1109/WIFS58808.2023.10374926,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10374926,FALSE,TRUE,TRUE
Malicious URL Detection and Classification Analysis using Machine Learning Models,10.1109/IDCIoT56793.2023.10053422,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10053422,FALSE,TRUE,TRUE
Transportation Object Counting With Graph-Based Adaptive Auxiliary Learning,10.1109/TITS.2022.3226504,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9990574,FALSE,TRUE,TRUE
"Input Validation Vulnerabilities in Web Applications: Systematic Review, Classification, and Analysis of the Current State-of-the-Art",10.1109/ACCESS.2023.3266385,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098780,FALSE,TRUE,TRUE
IrisGuideNet: Guided Localization and Segmentation Network for Unconstrained Iris Biometrics,10.1109/TIFS.2023.3268504,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105641,FALSE,TRUE,TRUE
"Arbiter PUF—A Review of Design, Composition, and Security Aspects",10.1109/ACCESS.2023.3264016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10091112,FALSE,TRUE,TRUE
Software Architecture for Responsible Artificial Intelligence Systems: Practice in the Digitization of Industrial Drawings,10.1109/MC.2023.3240416,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098222,FALSE,TRUE,TRUE
ID-Care: A Model for Sharing Wide Healthcare Data,10.1109/ACCESS.2023.3249109,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10052662,FALSE,TRUE,TRUE
Combining Graph Neural Networks With Expert Knowledge for Smart Contract Vulnerability Detection,10.1109/TKDE.2021.3095196,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477066,TRUE,TRUE,TRUE
A Seed Scheduling Method With a Reinforcement Learning for a Coverage Guided Fuzzing,10.1109/ACCESS.2022.3233875,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10005088,FALSE,TRUE,TRUE
LossDetection: Real-Time Packet Loss Monitoring System for Sampled Traffic Data,10.1109/TNSM.2022.3203389,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9873985,FALSE,TRUE,TRUE
API-Based Hardware Fault Simulation for DNN Accelerators,10.1109/MDAT.2022.3180977,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9791408,FALSE,TRUE,TRUE
Secure Medical Data Abstraction Using Convolutional Neural Network,10.1109/IEMECON56962.2023.10092311,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10092311,FALSE,TRUE,TRUE
Approaches to Overpower Proof-of-Work Blockchains Despite Minority,10.1109/ACCESS.2023.3234322,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10006812,FALSE,TRUE,TRUE
FedGda: Model Aggregation Algorithm Based on Topological Density in Federated Graph Learning,10.1109/ECICE59523.2023.10383071,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10383071,FALSE,TRUE,TRUE
Improvement of the Efficiency of Neural Cryptography-Based Secret Key Exchange Algorithm,10.1109/ACCESS.2023.3273011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115445,FALSE,TRUE,TRUE
"Chat2VIS: Generating Data Visualizations via Natural Language Using ChatGPT, Codex and GPT-3 Large Language Models",10.1109/ACCESS.2023.3274199,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10121440,FALSE,TRUE,TRUE
MLB-IoD: Multi Layered Blockchain Assisted 6G Internet of Drones Ecosystem,10.1109/TVT.2022.3213567,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9916071,FALSE,TRUE,TRUE
"Trust Beyond Border: Lightweight, Verifiable User Isolation for Protecting In-Enclave Services",10.1109/TDSC.2021.3138427,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9664230,FALSE,TRUE,TRUE
VerSA: Verifiable Secure Aggregation for Cross-Device Federated Learning,10.1109/TDSC.2021.3126323,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609695,FALSE,TRUE,TRUE
A Universal Audio Steganalysis Scheme Based on Multiscale Spectrograms and DeepResNet,10.1109/TDSC.2022.3141121,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9674798,FALSE,TRUE,TRUE
Key-Based Data Deduplication via Homomorphic NTRU for Internet of Vehicles,10.1109/TVT.2022.3205627,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894100,FALSE,TRUE,TRUE
Perceptual Image Hashing With Locality Preserving Projection for Copy Detection,10.1109/TDSC.2021.3136163,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9656599,FALSE,TRUE,TRUE
An Intelligent Optimization Control Method for Enterprise Cost Under Blockchain Environment,10.1109/ACCESS.2023.3235481,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012342,FALSE,TRUE,TRUE
T-Counter: Trustworthy and Efficient CPU Resource Measurement Using SGX in the Cloud,10.1109/TDSC.2022.3145814,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9693116,FALSE,TRUE,TRUE
SkillVet: Automated Traceability Analysis of Amazon Alexa Skills,10.1109/TDSC.2021.3129116,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9619970,FALSE,TRUE,TRUE
Incorporating Prior Knowledge in Local Differentially Private Data Collection for Frequency Estimation,10.1109/TBDATA.2022.3190033,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9826894,FALSE,TRUE,TRUE
Social IoT Approach to Cyber Defense of a Deep-Learning-Based Recognition System in Front of Media Clones Generated by Model Inversion Attack,10.1109/TSMC.2022.3220080,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9954023,FALSE,TRUE,TRUE
A Novel Approach for Predictable Governance of Decentralized Autonomous Organizations Based on Parallel Intelligence,10.1109/TSMC.2022.3224250,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9971776,FALSE,TRUE,TRUE
SeqTrans: Automatic Vulnerability Fix Via Sequence to Sequence Learning,10.1109/TSE.2022.3156637,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9729554,TRUE,TRUE,TRUE
SQL Injection Detection using Machine Learning and Convolutional Neural Networks,10.1109/ICSSIT55814.2023.10061019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061019,TRUE,TRUE,TRUE
Secure Long-Range Autonomous Valet Parking: A Reservation Scheme With Three-Factor Authentication and Key Agreement,10.1109/TVT.2022.3217371,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9930623,FALSE,TRUE,TRUE
DAC4SH: A Novel Data Access Control Scheme for Smart Home Using Smart Contracts,10.1109/JSEN.2023.3241093,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10036376,FALSE,TRUE,TRUE
ProFace: A Cancelable Face Template Protection Approach,10.1109/COMSNETS56262.2023.10041410,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041410,FALSE,TRUE,TRUE
Investigating IoT Systems Security Attacks using Network Forensics,10.1109/COMSNETS56262.2023.10041322,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041322,FALSE,TRUE,TRUE
Challenging Machine Learning-Based Clone Detectors via Semantic-Preserving Code Transformations,10.1109/TSE.2023.3240118,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10028657,FALSE,TRUE,TRUE
Empirical Validation of Automated Vulnerability Curation and Characterization,10.1109/TSE.2023.3250479,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10056768,FALSE,TRUE,TRUE
IRP2API: Automated Mapping of Cyber Security Incident Response Plan to Security Tools’ APIs,10.1109/SANER56733.2023.00057,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123645,FALSE,TRUE,TRUE
Security Code Recommendations for Smart Contract,10.1109/SANER56733.2023.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123449,FALSE,FALSE,FALSE
Trusted Deep Neural Execution—A Survey,10.1109/ACCESS.2023.3274190,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10121428,FALSE,TRUE,TRUE
A Comprehensive Study of WebAssembly Runtime Bugs,10.1109/SANER56733.2023.00041,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123536,FALSE,TRUE,TRUE
ACPS: Design of an Integrated Architecture for Airborne System and Cyber-Physical System,10.1109/ICNS58246.2023.10124298,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10124298,FALSE,TRUE,TRUE
Automatic Identification of Crash-inducing Smart Contracts,10.1109/SANER56733.2023.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123502,FALSE,TRUE,TRUE
An Analysis of Social Media Activities and Student Performance using Topic Modeling and Correlation,10.1109/ICBATS57792.2023.10111256,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10111256,FALSE,TRUE,TRUE
Verification of Fuzzy Decision Trees,10.1109/TSE.2023.3251858,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10057998,FALSE,TRUE,TRUE
MAD-EN: Microarchitectural Attack Detection Through System-Wide Energy Consumption,10.1109/TIFS.2023.3272748,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10114993,FALSE,TRUE,TRUE
An Analysis of Browser and Machine Fingerprinting Techniques,10.1109/ICBATS57792.2023.10111174,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10111174,FALSE,TRUE,TRUE
µDetector: Automated Intrusion Detection for Microservices,10.1109/SANER56733.2023.00084,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10123583,FALSE,TRUE,TRUE
Linear Contrast Enhancement Network for Low-Illumination Image Enhancement,10.1109/TIM.2022.3232641,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10001830,FALSE,TRUE,TRUE
Short Blocklength Wiretap Channel Codes via Deep Learning: Design and Performance Evaluation,10.1109/TCOMM.2023.3237259,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10018203,FALSE,TRUE,TRUE
"The Connections Among Hamming Metric, b-Symbol Metric, and r-th Generalized Hamming Metric",10.1109/TIT.2023.3239543,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025382,FALSE,TRUE,TRUE
Improving ANiTW Performance Using Bigrams Character Encoding and Identity-Based Signature,10.1109/ACCESS.2023.3254586,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10064265,FALSE,TRUE,TRUE
Stealthy and Flexible Trojan in Deep Learning Framework,10.1109/TDSC.2022.3164073,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9747995,FALSE,TRUE,TRUE
Adversarial Steganography Embedding via Stego Generation and Selection,10.1109/TDSC.2022.3182041,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9795096,FALSE,TRUE,TRUE
MsDroid: Identifying Malicious Snippets for Android Malware Detection,10.1109/TDSC.2022.3168285,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9762803,FALSE,FALSE,TRUE
Detecting Unknown Hardware Trojans in Register Transfer Level Leveraging Verilog Conditional Branching Features,10.1109/ACCESS.2023.3272034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10113616,FALSE,TRUE,TRUE
BlockChain-based Cooperative UAVs for Secure Data Acquisition and Storage,10.1109/DeSE58274.2023.10100072,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10100072,FALSE,TRUE,TRUE
Covert Attack Detection for LFC Systems of Electric Vehicles: A Dual Time-Varying Coding Method,10.1109/TMECH.2022.3201875,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9882177,FALSE,TRUE,TRUE
Differential Evolution-Based Three Stage Dynamic Cyber-Attack of Cyber-Physical Power Systems,10.1109/TMECH.2022.3214314,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9929265,FALSE,TRUE,TRUE
"A Primer on Rate-Splitting Multiple Access: Tutorial, Myths, and Frequently Asked Questions",10.1109/JSAC.2023.3242718,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10038476,FALSE,TRUE,TRUE
A Novel Face Recognition Using Specific Values from Deep Neural Network-based Landmarks,10.1109/ICCE56470.2023.10043417,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10043417,FALSE,TRUE,TRUE
Categorical Inference Poisoning: Verifiable Defense Against Black-Box DNN Model Stealing Without Constraining Surrogate Data and Query Times,10.1109/TIFS.2023.3244107,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10042038,FALSE,TRUE,TRUE
Is JavaScript Call Graph Extraction Solved Yet? A Comparative Study of Static and Dynamic Tools,10.1109/ACCESS.2023.3255984,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10066273,FALSE,TRUE,TRUE
Learning Spectrum-Invariance Representation for Cross-Spectral Palmprint Recognition,10.1109/TSMC.2022.3233392,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10019304,FALSE,TRUE,TRUE
SAPFS: An Efficient Symmetric-Key Authentication Key Agreement Scheme With Perfect Forward Secrecy for Industrial Internet of Things,10.1109/JIOT.2023.3234178,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10005843,FALSE,TRUE,TRUE
Physical Layer Authentication in Spatial Modulation,10.1109/TCOMM.2023.3259439,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10077400,FALSE,TRUE,TRUE
Generalized Tag-Based Physical-Layer Authentication Under Frequency Selective Fading Channels,10.1109/TCOMM.2023.3251363,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10057439,FALSE,TRUE,TRUE
SCRT: A Secure and Efficient State-Channel-Based Resource Trading Scheme for Internet of Things,10.1109/JIOT.2023.3236774,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10016622,FALSE,TRUE,TRUE
Open Science in Software Engineering: A Study on Deep Learning-Based Vulnerability Detection,10.1109/TSE.2022.3207149,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894099,FALSE,TRUE,TRUE
Revisiting Binary Code Similarity Analysis Using Interpretable Feature Engineering and Lessons Learned,10.1109/TSE.2022.3187689,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9813408,FALSE,TRUE,TRUE
Quantum Machine Intelligence for 6G URLLC,10.1109/MWC.003.2200382,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105165,FALSE,TRUE,TRUE
A Look into the Vulnerabilities of Automatic Dependent Surveillance-Broadcast,10.1109/CCWC57344.2023.10099369,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099369,FALSE,TRUE,TRUE
A Blockchain Application on Bootstrapping Mobile Nodes within VANET,10.1109/CCWC57344.2023.10099315,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099315,FALSE,TRUE,TRUE
Scalable and Accurate Test Case Prioritization in Continuous Integration Contexts,10.1109/TSE.2022.3184842,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9801672,FALSE,TRUE,TRUE
GraphSearchNet: Enhancing GNNs via Capturing Global Dependencies for Semantic Code Search,10.1109/TSE.2022.3233901,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10005619,FALSE,TRUE,TRUE
"Flakify: A Black-Box, Language Model-Based Predictor for Flaky Tests",10.1109/TSE.2022.3201209,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9866550,FALSE,TRUE,TRUE
Learning Approximate Execution Semantics From Traces for Binary Function Similarity,10.1109/TSE.2022.3231621,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10002189,FALSE,TRUE,TRUE
"Revisiting, Benchmarking and Exploring API Recommendation: How Far Are We?",10.1109/TSE.2022.3197063,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9851934,FALSE,TRUE,TRUE
Benchmarking Neural Network Compression Techniques for Ocular-Based User Authentication on Smartphones,10.1109/ACCESS.2023.3265357,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10093861,FALSE,TRUE,TRUE
Performance Analysis of VCA-Based Target Detection System for Maritime Surveillance,10.1109/TVT.2022.3223250,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9954910,FALSE,TRUE,TRUE
Quantifying the Vulnerability of Attributes for Effective Privacy Preservation Using Machine Learning,10.1109/ACCESS.2023.3235016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10011406,FALSE,TRUE,TRUE
A Provably Secure Strong PUF Based on LWE: Construction and Implementation,10.1109/TC.2022.3207119,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9900128,FALSE,TRUE,TRUE
Generating Robust DNN With Resistance to Bit-Flip Based Adversarial Weight Attack,10.1109/TC.2022.3211411,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9911180,FALSE,TRUE,TRUE
Comment Generator for Java using Deep Learning,10.1109/ICISCoIS56541.2023.10100539,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10100539,FALSE,TRUE,TRUE
AI Enabled Blockchain solution for the Indian Judicial System,10.1109/ESCI56872.2023.10100151,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10100151,FALSE,TRUE,TRUE
